company,sector,status,tahun_lk,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
TRIN,properties & real estates,alive,2019,1.26,0.29,0.16,0.71,3.44,1.46,5.57,0.32,0.05,0.15,0.0,0.0,0.0,0.0,0.0,1.19,80.73,758.26,1449.45,0.0,0.0,0.0
TRIN,properties & real estates,alive,2020,1.71,0.25,0.07,0.52,2.08,1.21,2.6,0.83,-10.72,2.11,-0.95,-0.98,-0.79,0.0,0.0,0.01,4.07,0.85,156.9,50.61,241.47,1.31
TRIN,properties & real estates,alive,2021,1.16,0.14,0.0,0.65,2.85,-1.65,-4.7,0.37,-21.7,-17.83,-2.73,-0.24,-7.4,0.0,0.0,0.02,-7.05,0.65,150.02,-35.18,384.37,1.65
TRIN,properties & real estates,alive,2022,1.04,0.17,0.0,0.69,3.23,0.01,0.03,0.48,0.16,0.1,-7.63,96.67,-1.56,0.14,0.16,6.45,46.71,62572.52,139112.18,6.42,0.0,0.0
TRIN,properties & real estates,alive,2023,1.22,0.14,0.0,0.72,3.55,-4.08,-13.9,0.41,-1.64,-1.78,-425.46,-0.7,-6.22,0.04,0.04,0.32,-19826.51,18084.98,142685.78,-0.01,0.01,0.0
DMND,consumer non-cyclicals,alive,2019,1.77,1.17,0.4,0.41,1.7,6.54,11.12,0.21,0.07,0.05,0.0,0.0,0.0,0.0,0.0,4.26,44.38,842.12,399.14,0.0,0.0,0.0
DMND,consumer non-cyclicals,alive,2020,4.36,2.76,0.02,0.18,1.22,3.53,4.32,0.22,0.04,0.03,-0.52,-0.12,-0.44,1.09,3.7,2.21,21.17,645.32,490.45,43.46,1.43,1.88
DMND,consumer non-cyclicals,alive,2021,3.58,2.3,0.01,0.2,1.25,5.5,6.93,0.21,0.06,0.05,0.73,0.14,0.71,1.16,4.03,2.44,36.6,736.53,528.34,23.91,1.19,1.66
DMND,consumer non-cyclicals,alive,2022,3.26,1.78,0.04,0.21,1.27,5.49,7.01,0.21,0.05,0.05,0.09,0.21,0.09,1.28,3.98,2.86,39.91,893.69,569.28,20.42,0.91,1.43
DMND,consumer non-cyclicals,alive,2023,3.56,1.72,0.03,0.19,1.23,4.34,5.36,0.22,0.04,0.03,-0.18,0.09,-0.16,1.32,3.54,3.11,32.87,975.87,612.83,24.79,0.84,1.33
PURA,transportation & logistics,alive,2019,2.04,2.01,0.21,0.18,1.22,2.28,2.79,0.2,0.13,0.06,0.0,0.0,0.0,0.0,0.0,3.39,1.45,25.26,51.84,0.0,0.0,0.0
PURA,transportation & logistics,alive,2020,3.22,3.22,0.09,0.09,1.1,1.49,1.65,0.2,0.13,0.07,-0.17,0.08,0.34,0.28,199.41,1.7,1.2,16.96,72.69,102.5,7.25,1.69
PURA,transportation & logistics,alive,2021,3.06,3.05,0.08,0.08,1.09,1.71,1.86,0.19,0.13,0.07,0.17,0.23,0.22,0.25,1415.18,2.24,1.4,20.17,75.27,45.71,3.17,0.85
PURA,transportation & logistics,alive,2022,1.58,1.58,0.15,0.13,1.15,1.14,1.31,0.15,0.09,0.05,-0.28,0.01,-0.25,0.23,1603.72,3.4,1.01,19.65,77.28,49.5,2.54,0.65
PTPW,infrastructures,alive,2018,1.96,1.96,0.23,0.41,1.7,26.88,45.61,0.46,0.32,0.3,0.0,0.0,0.0,0.0,0.0,2.97,287586.71,959610.48,630518.41,0.0,0.0,0.0
PTPW,infrastructures,alive,2019,2.42,2.42,0.21,0.28,1.39,13.52,18.82,0.52,0.29,0.26,-1.0,-0.23,-0.34,0.6,0.0,1.76,66.58,259.31,353.76,0.0,0.0,0.0
PTPW,infrastructures,alive,2020,5.48,5.48,0.08,0.12,1.14,7.12,8.13,0.42,0.21,0.17,-0.47,0.03,-0.34,0.48,0.0,0.99,35.35,213.95,434.63,30.41,5.02,2.47
PTPW,infrastructures,alive,2021,3.0,3.0,0.05,0.2,1.25,9.62,12.0,0.36,0.19,0.17,0.68,0.6,0.68,0.62,0.0,1.55,59.27,343.2,494.07,12.23,2.11,1.47
PTPW,infrastructures,alive,2022,5.85,5.85,0.04,0.12,1.14,13.73,15.6,0.39,0.25,0.24,0.54,0.12,0.54,0.6,0.0,1.2,91.36,385.27,585.46,9.85,2.34,1.54
PTPW,infrastructures,alive,2023,5.08,5.04,0.05,0.14,1.17,14.69,17.12,0.42,0.27,0.26,0.28,0.17,0.28,0.62,149.14,1.17,117.09,450.38,684.09,8.33,2.16,1.43
TAMA,infrastructures,alive,2019,0.35,0.35,0.0,0.84,6.1,1.16,7.06,0.43,0.26,0.04,0.0,0.0,0.0,0.0,0.0,-1.07,1.98,51.79,28.09,0.0,0.0,0.0
TAMA,infrastructures,alive,2020,0.19,0.19,2.27,0.7,3.38,-2.4,-8.1,0.44,0.21,-0.16,-3.05,-0.39,-3.55,0.17,0.0,-0.45,-4.05,25.38,49.92,-24.69,3.94,2.0
TAMA,infrastructures,alive,2021,0.16,0.16,2.39,0.71,3.48,0.05,0.17,0.34,0.2,0.0,-1.02,0.98,-1.02,0.29,0.0,-0.82,0.09,50.36,50.19,666.67,1.19,1.2
TAMA,infrastructures,alive,2022,0.43,0.43,2.16,0.7,3.36,-2.49,-8.37,0.24,0.4,-0.34,-47.0,-0.71,-58.2,0.08,0.0,-0.42,-4.14,12.31,49.46,-12.08,4.06,1.01
TAMA,infrastructures,alive,2023,0.38,0.38,2.59,0.73,3.66,-3.29,-12.04,0.45,0.16,-0.22,0.28,0.92,0.28,0.14,0.0,-0.87,-5.31,23.64,44.13,-3.01,0.68,0.36
IKAN,consumer non-cyclicals,alive,2019,1.0,0.61,1.63,0.65,2.86,4.9,13.98,0.18,0.12,0.04,0.0,0.0,0.0,0.0,0.0,3050.33,9.39,219.25,67.14,0.0,0.0,0.0
IKAN,consumer non-cyclicals,alive,2020,1.63,1.06,0.8,0.48,1.92,-0.82,-1.57,0.18,0.05,-0.01,-1.14,-0.23,-1.23,0.74,2.33,2.15,-1.3,101.58,82.96,-113.08,1.45,1.77
IKAN,consumer non-cyclicals,alive,2021,1.78,1.19,0.71,0.45,1.83,1.24,2.26,0.15,0.04,0.01,-2.48,0.32,-2.47,0.85,2.75,2.53,1.92,133.64,84.87,49.48,0.71,1.12
IKAN,consumer non-cyclicals,alive,2022,1.91,1.08,0.66,0.42,1.73,1.62,2.8,0.16,0.04,0.02,0.27,0.02,0.27,0.89,2.56,2.52,2.44,136.0,87.31,24.18,0.43,0.68
IKAN,consumer non-cyclicals,alive,2023,1.76,1.08,0.63,0.48,1.92,0.66,1.27,0.19,0.04,0.01,-0.54,0.27,-0.54,1.08,2.76,2.95,1.12,172.57,88.42,44.64,0.29,0.57
SAMF,basic materials,alive,2018,1.63,0.95,1.14,0.58,2.39,5.73,14.25,0.29,0.15,0.07,0.0,0.0,0.0,0.0,0.0,2.59,226477.21,3345162.15,1589755.55,0.0,0.0,0.0
SAMF,basic materials,alive,2019,1.59,0.94,0.88,0.53,2.14,6.09,13.52,0.28,0.14,0.07,-1.0,0.07,0.01,0.93,1.98,3.26,18.88,294.89,139.58,0.0,0.0,0.0
SAMF,basic materials,alive,2020,1.96,1.21,0.43,0.42,1.71,8.48,14.98,0.28,0.14,0.08,0.18,0.1,0.36,1.05,2.5,2.88,22.21,274.97,148.29,17.92,1.45,2.68
SAMF,basic materials,alive,2021,1.6,0.74,0.59,0.51,2.04,9.38,19.78,0.26,0.14,0.09,0.45,0.31,0.45,1.19,2.42,3.5,32.26,361.44,163.09,33.94,3.03,6.71
SAMF,basic materials,alive,2022,1.39,0.56,0.76,0.64,2.77,10.79,30.81,0.24,0.14,0.09,1.02,0.99,1.02,1.52,2.37,4.93,65.2,719.88,211.6,7.21,0.65,2.22
SAMF,basic materials,alive,2023,1.76,0.87,0.59,0.51,2.02,14.55,30.41,0.25,0.14,0.09,0.22,0.21,0.21,1.52,2.4,4.35,79.29,870.93,260.77,9.4,0.86,2.86
SBAT,consumer cyclicals,suspended,2019,1.09,0.67,2.62,0.73,3.73,-8.47,-31.61,0.21,-0.01,-0.14,-1.0,-0.06,-448.77,0.64,1.99,12.16,-6.5,46.44,20.56,0.0,0.0,0.0
SBAT,consumer cyclicals,suspended,2020,0.67,0.19,2.02,0.69,3.23,-1.05,-3.39,0.33,0.02,-0.03,-0.57,-0.44,-0.87,0.33,0.91,-1.78,-2.77,83.55,81.83,-46.57,1.54,1.58
SBAT,consumer cyclicals,suspended,2021,0.94,0.41,1.33,0.63,2.68,-6.77,-18.16,0.34,-0.04,-0.28,2.57,-0.06,6.98,0.27,0.65,-7.7,-9.89,35.11,54.44,-5.06,1.42,0.92
SBAT,consumer cyclicals,suspended,2022,0.54,0.11,1.98,0.74,3.84,-13.32,-51.12,0.29,-0.18,-0.78,0.86,-0.33,0.86,0.17,0.4,-0.52,-18.44,23.56,36.06,-2.71,2.12,1.39
KBAG,properties & real estates,alive,2019,1.18,0.09,0.25,0.31,1.45,33.98,49.35,0.45,0.15,3.5,0.0,0.0,0.0,0.0,0.0,1.76,855865.73,244894.12,1734355.06,0.0,0.0,0.0
KBAG,properties & real estates,alive,2020,3.81,2.85,0.1,0.17,1.21,1.08,1.31,0.37,0.06,0.15,-1.0,0.35,-0.94,0.09,0.26,0.15,0.7,4.64,53.47,71.43,10.78,0.94
KBAG,properties & real estates,alive,2021,3.94,2.72,0.1,0.17,1.2,0.34,0.41,0.38,0.04,0.04,-0.69,0.18,-0.69,0.08,0.29,0.18,0.22,5.47,53.34,281.82,11.34,1.16
KBAG,properties & real estates,alive,2022,9.5,7.81,0.09,0.12,1.14,2.1,2.39,0.28,0.04,0.12,4.91,0.98,4.98,0.17,0.8,0.33,1.3,10.82,54.53,38.46,4.62,0.92
KBAG,properties & real estates,alive,2023,9.34,5.39,0.07,0.1,1.12,-2.21,-2.47,0.21,-0.23,-0.2,-2.02,-0.39,-2.01,0.11,0.49,0.21,-1.32,6.6,53.21,-37.88,7.57,0.94
CBMF,consumer cyclicals,suspended,2019,1.39,0.67,0.37,0.31,1.45,9.62,13.95,0.37,0.32,0.17,0.0,0.0,0.0,0.0,0.0,4.63,17.55,102.22,125.81,0.0,0.0,0.0
CBMF,consumer cyclicals,suspended,2020,2.07,0.92,0.29,0.28,1.38,1.54,2.12,0.32,0.2,0.07,-0.84,-0.48,-0.8,0.26,0.64,0.79,2.82,42.38,132.93,202.13,13.45,4.29
CBMF,consumer cyclicals,suspended,2021,2.06,0.51,0.29,0.29,1.41,0.41,0.59,0.56,0.31,0.05,-0.72,-0.66,-0.72,0.08,0.09,0.25,0.78,14.52,133.76,125.64,6.75,0.73
CBMF,consumer cyclicals,suspended,2022,1.99,0.24,0.29,0.32,1.47,-0.43,-0.64,0.48,0.25,-0.07,-2.09,-0.13,-2.08,0.07,0.07,0.21,-0.85,12.6,133.12,-58.82,3.97,0.38
RONY,infrastructures,alive,2018,2.22,2.22,0.0,0.65,2.88,54.13,155.79,0.53,0.37,0.31,0.0,0.0,0.0,0.0,0.0,3.22,2008.85,6459.52,1289.46,0.0,0.0,0.0
RONY,infrastructures,alive,2019,2.92,2.92,0.11,0.2,1.25,23.85,29.81,0.74,0.45,0.39,-1.0,0.9,1.38,1.03,0.0,2.26,4.79,12.26,16.07,0.0,0.0,0.0
RONY,infrastructures,alive,2020,2.01,2.01,0.05,0.14,1.16,-11.47,-13.36,0.69,-0.91,-1.1,-1.78,-0.66,-1.97,0.14,0.0,1.6,-3.73,3.38,27.92,-48.26,53.3,6.45
RONY,infrastructures,alive,2021,1.6,1.6,0.06,0.17,1.21,-7.91,-9.56,0.76,-0.3,-0.35,-0.34,1.04,-0.34,0.22,0.0,3.9,-2.45,6.9,25.57,-326.53,115.98,31.29
RONY,infrastructures,alive,2022,1.66,1.66,0.37,0.43,1.77,-338.51,-598.21,0.55,-3.44,-3.5,7.94,-0.09,7.95,0.33,0.0,3.81,-21.9,6.26,3.66,-36.53,127.74,218.58
RONY,infrastructures,alive,2023,1.73,1.73,0.37,0.46,1.85,1.17,2.17,0.46,0.06,0.02,-1.0,-0.38,-1.0,0.58,0.0,1.67,0.08,3.91,3.79,3825.0,78.32,80.74
CSMI,consumer cyclicals,alive,2018,0.84,0.59,0.83,0.68,3.08,-8.27,-26.11,0.6,-0.05,-0.05,0.0,0.0,0.0,0.0,0.0,-26.13,-383396.14,7200844.25,1468402.8,0.0,0.0,0.0
CSMI,consumer cyclicals,alive,2019,0.82,0.57,1.14,0.71,3.44,-8.62,-30.56,0.59,-0.04,-0.06,-1.0,-0.11,-0.06,1.45,6.6,-23.81,-36.11,640.01,118.15,0.0,0.0,0.0
CSMI,consumer cyclicals,alive,2020,0.36,0.17,1.27,0.75,4.05,-30.0,-124.36,0.55,-0.38,-0.49,0.28,-0.62,2.28,0.6,3.35,-2.79,-46.1,94.74,37.07,-11.71,5.7,14.57
CSMI,consumer cyclicals,alive,2021,0.3,0.17,1.37,0.8,5.15,-13.04,-68.9,0.55,-0.29,-0.22,-0.65,-0.2,-0.64,0.54,3.99,-2.03,-16.3,75.37,23.65,-223.31,48.3,153.91
CSMI,consumer cyclicals,alive,2022,0.29,0.16,1.17,0.83,6.08,-11.54,-72.93,0.54,-0.16,-0.17,-0.35,-0.16,-0.36,0.58,5.94,-3.41,-10.57,63.32,14.49,-298.01,49.75,217.39
CSMI,consumer cyclicals,alive,2023,0.19,0.12,1.26,0.86,7.21,-4.8,-36.49,0.6,-0.63,-0.78,-0.63,-0.92,-0.63,0.06,0.79,-0.31,-3.87,5.0,10.61,-744.19,576.42,271.44
BBSS,properties & real estates,alive,2019,18.73,1.06,0.0,0.04,1.04,4.22,4.41,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.29,1.29,6.6,29.37,0.0,0.0,0.0
BBSS,properties & real estates,alive,2020,23.53,5.39,0.0,0.02,1.02,-0.2,-0.2,0.39,-0.15,-0.15,-1.09,-0.85,-1.11,0.02,0.03,0.04,-0.11,0.72,52.43,-927.27,142.66,1.95
BBSS,properties & real estates,alive,2021,26.21,6.88,0.0,0.02,1.02,-0.43,-0.44,0.16,-0.12,-0.12,1.09,1.61,1.13,0.04,0.1,0.09,-0.23,1.87,52.2,-217.39,26.74,0.96
BBSS,properties & real estates,alive,2022,42.89,9.12,0.0,0.02,1.02,-0.71,-0.73,0.9,-3.76,-3.76,0.65,-0.95,0.65,0.0,0.0,0.01,-0.38,0.1,51.83,-171.05,647.31,1.25
BBSS,properties & real estates,alive,2023,51.85,10.99,0.0,0.02,1.02,-0.48,-0.49,0.85,-2.69,-2.69,-0.34,-0.07,-0.33,0.0,0.0,0.01,-0.25,0.09,51.57,-316.0,841.63,1.53
BHAT,financials,alive,2019,0.0,0.0,0.0,0.23,1.29,0.72,0.94,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.96,21.11,102.33,0.0,0.0,0.0
CASH,technology,alive,2018,0.74,0.67,-1.84,1.1,-9.65,-27.71,267.44,0.89,-0.65,-0.55,0.0,0.0,0.0,0.0,0.0,-1.84,-4953.52,9004.32,-1852.22,0.0,0.0,0.0
CASH,technology,alive,2019,1.92,1.75,0.03,0.43,1.75,-20.29,-35.54,0.73,-0.89,-0.65,-1.0,0.88,1.23,0.47,1.94,0.87,-9.21,14.1,25.93,0.0,0.0,0.0
CASH,technology,alive,2020,1.55,1.39,0.02,0.44,1.77,-3.36,-6.28,0.38,-0.11,-0.08,-0.49,4.08,-0.34,0.67,6.42,1.86,-4.69,58.92,74.67,-99.79,7.94,6.27
CASH,technology,alive,2021,1.8,1.56,0.01,0.32,1.47,-6.65,-10.57,0.26,-0.08,-0.06,0.54,0.67,0.22,0.79,8.52,3.65,-7.2,98.42,68.11,-37.5,2.74,3.96
CASH,technology,alive,2022,1.28,1.0,0.03,0.18,1.22,-4.45,-6.25,0.23,-0.07,-0.08,-0.03,-0.08,0.13,0.68,8.86,11.97,-7.01,90.12,112.27,-19.4,1.51,1.21
TECH,technology,suspended,2019,2.88,2.87,0.0,0.38,1.62,11.34,18.28,0.8,0.11,0.14,0.0,0.0,0.0,0.0,0.0,1.43,2.34,15.64,12.78,0.0,0.0,0.0
TECH,technology,suspended,2020,9.21,9.21,0.0,0.19,1.23,2.55,3.12,0.79,0.11,0.07,-0.44,0.1,-0.44,0.47,90.03,0.39,1.32,17.16,42.31,606.06,46.63,18.91
TECH,technology,suspended,2021,23.98,23.97,0.0,0.13,1.15,8.92,9.96,0.78,0.21,0.19,2.58,0.09,1.73,0.36,154.0,0.39,4.72,18.77,47.44,1440.68,362.24,143.34
TECH,technology,suspended,2022,13.98,13.98,0.0,0.12,1.13,4.34,4.77,0.94,0.17,0.15,-0.46,-0.19,-0.35,0.27,64.91,0.32,2.57,15.25,53.86,1556.42,262.27,74.27
EPAC,basic materials,alive,2019,1.05,0.78,0.5,0.51,2.03,0.82,1.66,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,30.25,0.83,65.68,50.07,0.0,0.0,0.0
EPAC,basic materials,alive,2020,0.99,0.71,0.45,0.51,2.04,1.04,2.12,0.2,0.09,0.02,0.4,-0.21,0.2,0.47,3.69,-216.05,1.16,48.25,54.75,121.55,2.92,2.58
EPAC,basic materials,alive,2021,0.89,0.54,0.49,0.51,2.05,0.64,1.31,0.23,0.1,0.01,-0.37,-0.11,-0.63,0.38,2.67,-9.65,0.73,43.02,55.58,69.86,1.19,0.92
EPAC,basic materials,alive,2022,0.6,0.44,0.63,0.61,2.58,-21.08,-51.57,-0.1,-0.28,-0.65,-26.9,-0.28,-62.79,0.3,4.29,-7.65,-18.91,30.83,36.67,-2.64,1.62,1.36
EPAC,basic materials,alive,2023,0.52,0.42,0.76,0.7,3.3,-9.93,-30.44,0.07,-0.13,-0.26,-0.55,0.09,-0.57,0.38,22.66,-5.69,-8.53,33.69,0.0,-1.17,0.3,0.36
UANG,properties & real estates,alive,2019,4.14,4.14,2.9,0.76,4.23,-8.37,-35.36,0.06,-2.19,-3.46,0.0,0.0,0.0,0.0,0.0,0.07,-47.67,13.77,134.8,0.0,0.0,0.0
UANG,properties & real estates,alive,2020,1.77,1.77,1.56,0.64,2.8,-9.13,-25.56,0.4,-0.83,-2.62,-0.49,0.62,0.23,0.04,0.0,0.18,-24.18,9.22,94.58,-8.11,21.26,2.07
UANG,properties & real estates,alive,2021,0.85,0.85,13.55,0.96,25.36,-7.55,-191.59,0.2,-5.18,-10.21,1.6,-0.33,1.6,0.01,0.0,-0.11,-62.93,6.17,32.85,-12.87,131.38,24.66
UANG,properties & real estates,alive,2023,0.74,0.74,1.63,0.83,6.03,17.93,108.06,0.59,0.43,0.48,-5.42,0.0,-5.42,0.37,0.0,-2.51,215.89,445.49,199.78,3.1,1.5,3.35
PGUN,consumer non-cyclicals,alive,2019,1.0,0.84,1.22,0.62,2.6,-1.12,-2.92,0.3,0.14,-0.09,0.0,0.0,0.0,0.0,0.0,432.12,-53057.48,559368.11,1819783.66,0.0,0.0,0.0
PGUN,consumer non-cyclicals,alive,2020,0.66,0.5,1.17,0.59,2.45,-5.58,-13.68,0.01,-0.07,-0.21,-1.0,1.07,3.67,0.25,17.91,-8.71,-20.3,95.08,148.41,-12.32,2.63,1.68
PGUN,consumer non-cyclicals,alive,2021,1.09,0.82,0.51,0.38,1.62,1.54,2.49,0.17,0.11,0.05,-1.38,0.66,-1.38,0.36,17.73,51.4,7.69,157.39,308.39,50.46,2.47,1.26
PGUN,consumer non-cyclicals,alive,2022,1.47,1.17,0.48,0.39,1.64,7.33,12.05,0.26,0.23,0.17,2.9,0.28,3.35,0.42,13.84,10.87,30.0,175.55,249.08,26.83,4.59,3.23
PGUN,consumer non-cyclicals,alive,2023,1.8,1.59,0.35,0.37,1.59,4.17,6.65,0.28,0.22,0.12,-0.37,-0.14,-0.35,0.35,13.16,6.71,18.83,151.36,283.39,22.09,2.75,1.47
SOFA,consumer cyclicals,alive,2019,0.87,0.23,0.0,0.64,2.74,2.44,6.69,0.35,0.09,0.03,0.0,0.0,0.0,0.0,0.0,-15.55,0.51,19.75,7.65,0.0,0.0,0.0
SOFA,consumer cyclicals,alive,2020,2.38,1.24,0.04,0.32,1.46,0.3,0.44,0.38,0.06,0.01,-0.75,-0.03,-0.68,0.51,1.07,1.0,0.13,14.54,28.28,830.77,7.43,3.82
SOFA,consumer cyclicals,alive,2021,1.3,0.15,0.06,0.32,1.47,0.0,-7.05,0.37,-0.06,-0.08,-15.38,0.56,-15.9,0.57,1.29,8.56,-1.87,22.65,26.45,-24.6,2.03,1.74
SOFA,consumer cyclicals,alive,2022,1.59,0.34,0.01,0.28,1.38,0.0,1.88,0.44,0.05,0.02,-1.27,0.26,-1.27,0.75,1.56,5.82,0.51,28.44,27.15,54.9,0.98,1.03
SOFA,consumer cyclicals,alive,2023,1.96,0.58,0.07,0.29,1.41,0.0,0.24,0.5,0.02,0.0,-0.86,-0.01,-0.87,0.74,1.21,3.15,0.07,28.21,27.46,242.86,0.6,0.62
PPGL,transportation & logistics,alive,2019,0.91,0.91,1.5,0.38,1.62,2.31,11.71,0.32,0.09,0.03,0.0,0.0,0.0,0.0,0.0,-37.78,4.15,169.05,35.47,0.0,0.0,0.0
PPGL,transportation & logistics,alive,2020,1.67,1.67,0.5,0.34,1.51,3.6,12.15,0.26,0.08,0.05,0.49,0.35,0.92,1.16,0.0,5.2,6.18,182.15,50.88,24.6,0.83,2.99
PPGL,transportation & logistics,alive,2021,2.82,2.82,0.26,0.24,1.31,10.12,32.54,0.23,0.11,0.08,2.56,0.89,2.0,1.77,0.0,4.27,22.0,345.07,67.6,6.14,0.39,2.0
PPGL,transportation & logistics,alive,2022,3.04,2.43,0.27,0.19,1.24,9.95,26.64,0.22,0.1,0.07,0.04,0.12,0.01,1.71,23.67,4.53,22.84,377.49,85.77,5.91,0.36,1.57
TOYS,consumer cyclicals,suspended,2020,3.64,2.64,0.3,0.27,1.38,0.11,0.16,0.2,0.05,0.0,-0.98,-0.15,-0.96,0.53,1.39,0.57,0.29,102.21,188.19,2120.69,6.02,3.27
TOYS,consumer cyclicals,suspended,2021,3.47,2.56,0.32,0.29,1.41,-3.6,-5.08,0.15,0.02,-0.1,-32.69,-0.13,-32.44,0.34,1.14,0.51,-9.19,88.73,181.08,-25.24,2.61,1.28
TOYS,consumer cyclicals,suspended,2022,3.54,2.58,0.32,0.28,1.39,0.79,1.1,0.17,0.08,0.02,-1.22,0.09,-1.22,0.38,1.23,0.55,1.99,96.79,181.67,35.18,0.72,0.39
TOYS,consumer cyclicals,suspended,2023,3.24,2.16,0.35,0.31,1.44,-3.82,-5.5,0.12,-0.03,-0.23,-5.77,-0.56,-5.77,0.17,0.51,0.26,-9.49,42.12,172.58,-5.27,1.19,0.29
SGER,energy,alive,2019,1.24,1.24,1.23,0.75,4.05,3.4,15.3,0.06,0.04,0.02,0.0,0.0,0.0,0.0,0.0,11.48,18.64,1095.7,121.83,0.0,0.0,0.0
SGER,energy,alive,2020,1.43,1.43,0.73,0.66,2.91,4.55,13.96,0.05,0.04,0.01,0.01,0.6,0.36,3.07,0.0,10.84,18.75,1223.0,134.27,37.97,0.58,5.3
SGER,energy,alive,2021,1.47,1.47,0.42,0.65,2.85,16.16,49.78,0.09,0.08,0.05,4.44,0.93,6.31,4.08,0.0,10.63,102.0,2002.79,204.92,10.97,0.56,5.46
SGER,energy,alive,2022,1.41,1.41,0.31,0.7,3.33,17.97,61.6,0.07,0.06,0.06,0.59,1.66,1.92,4.54,0.0,10.79,162.49,2803.33,263.78,4.0,0.23,2.46
SGER,energy,alive,2023,1.49,1.49,0.56,0.68,3.09,15.03,47.45,0.09,0.08,0.06,-0.03,0.18,0.15,3.1,0.0,8.47,157.63,2821.25,332.21,12.28,0.69,5.82
TRJA,transportation & logistics,alive,2019,0.38,0.33,2.2,0.73,3.64,5.61,20.41,0.46,0.24,0.08,0.0,0.0,0.0,0.0,0.0,-2.63,269242.73,3535379.54,1318872.1,0.0,0.0,0.0
TRJA,transportation & logistics,alive,2020,0.6,0.53,0.37,0.54,2.17,6.33,13.71,0.44,0.2,0.1,-1.0,0.0,0.25,0.7,16.3,-4.54,25.37,266.5,185.07,6.11,0.58,0.84
TRJA,transportation & logistics,alive,2021,0.89,0.77,0.22,0.5,2.01,7.12,14.33,0.42,0.18,0.11,0.2,0.0,0.2,0.64,11.89,-19.5,30.45,266.58,212.55,14.65,1.67,2.1
TRJA,transportation & logistics,alive,2022,0.98,0.85,0.47,0.6,2.49,4.17,10.41,0.4,0.14,0.08,-0.21,0.2,-0.21,0.64,9.55,-69.85,24.13,319.83,231.78,9.45,0.71,0.98
PNGO,consumer non-cyclicals,alive,2019,1.26,0.59,1.96,0.69,3.26,1.47,4.82,0.18,0.07,0.01,0.0,0.0,0.0,0.0,0.0,19.22,4300000.0,356462234.1,89294258.88,0.0,0.0,0.0
PNGO,consumer non-cyclicals,alive,2020,1.44,0.69,1.44,0.63,2.72,5.66,15.46,0.22,0.1,0.05,-1.0,-0.15,2.84,1.04,5.09,11.59,103.77,1934.92,671.45,7.71,0.41,1.19
PNGO,consumer non-cyclicals,alive,2021,1.57,0.75,1.13,0.58,2.36,12.53,29.67,0.23,0.14,0.09,1.32,0.38,1.31,1.43,7.03,12.79,240.26,2673.82,809.75,6.47,0.58,1.92
PNGO,consumer non-cyclicals,alive,2022,1.47,0.58,0.98,0.54,2.19,11.17,24.53,0.26,0.16,0.09,-0.08,-0.03,-0.08,1.33,5.63,12.77,221.6,2604.11,903.43,6.32,0.54,1.55
PNGO,consumer non-cyclicals,alive,2023,1.25,0.66,0.68,0.46,1.87,12.85,24.11,0.25,0.14,0.09,0.11,0.0,0.11,1.34,6.66,29.77,244.93,2607.72,1016.04,5.72,0.54,1.38
SCNP,consumer cyclicals,alive,2019,7.28,5.44,0.0,0.13,1.15,5.02,5.77,0.14,0.04,0.04,0.0,0.0,0.0,0.0,0.0,2.6,8.84,234.29,153.15,0.0,0.0,0.0
SCNP,consumer cyclicals,alive,2020,4.26,3.16,0.03,0.15,1.17,-2.58,-3.5,0.11,-0.11,-0.08,-1.54,-0.47,-2.07,0.6,4.14,1.56,-4.81,98.44,137.31,-53.22,2.6,1.86
SCNP,consumer cyclicals,alive,2021,1.94,1.15,0.0,0.27,1.37,-1.1,-1.74,0.09,-0.03,-0.01,-0.51,1.12,-0.62,1.04,6.15,4.3,-2.35,209.17,135.17,-96.17,1.08,1.67
SCNP,consumer cyclicals,alive,2022,2.72,1.06,0.0,0.2,1.25,-1.54,-2.25,0.1,-0.02,-0.01,0.26,-0.09,-0.28,0.94,3.57,3.36,-2.97,190.38,132.41,-78.11,1.22,1.75
SCNP,consumer cyclicals,alive,2023,5.46,4.21,0.0,0.14,1.16,5.47,6.34,0.06,-0.04,0.03,-4.02,0.48,-5.0,1.58,6.84,3.46,8.96,281.41,141.37,24.33,0.77,1.54
BBSI,financials,alive,2019,0.0,0.0,0.0,0.47,1.9,2.33,4.44,0.6,0.37,0.28,0.0,0.0,0.0,0.0,0.0,0.0,9.95,35.43,224.16,0.0,0.0,0.0
KMDS,consumer non-cyclicals,alive,2019,2.69,1.76,0.01,0.24,1.32,33.14,43.76,0.43,0.28,0.21,0.0,0.0,0.0,0.0,0.0,4.39,49.35,235.15,112.77,0.0,0.0,0.0
KMDS,consumer non-cyclicals,alive,2020,8.62,7.67,0.01,0.11,1.12,10.82,12.12,0.34,0.15,0.12,-0.6,-0.12,-0.5,1.1,5.73,1.41,19.68,165.12,162.39,23.88,2.85,2.89
KMDS,consumer non-cyclicals,alive,2021,2.93,2.27,0.0,0.17,1.2,15.36,18.47,0.29,0.16,0.14,1.13,0.78,1.13,1.29,10.0,3.71,41.91,293.5,226.98,10.36,1.48,1.91
